nina,last_name,first_name,birth_date,sex,region_code,birth_region,cercle,commune,village,father_name,mother_name,language,has_error,error_type,error_field
28001103174058J,Pamateck,Asma,1980-01-08,F,1,Kayes,Bafoulabe,Diakon,Sambela,Ousmane Kanté,Mahawa Thiam,ff,False,,
18902138120948K,Sidibe,Yacouba,1989-02-23,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Karamoko Drame,Founékou Konate,ff,False,,
13912345067015K,Tall,AAbdoul,1939-12-22,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Omar Dolo,Fadima Saidou,ff,True,typo_insertion,first_name
12011152104437L,Pamateck,Karamoko,11/07/2020,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Djibrilla Wélé,Kourou Tounkara,snk,True,date_format_error,birth_date
17505203089344A,Maiga,Nouhoum,1975-05-23,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Niankoro Drame,Hamsatou Dicko,fr,False,,
11504516298042J,Dansoko,Daouda,2015-04-06,M,5,Mopti,Koro,Dioungani,Bankassou,Abdoul Ascofare,Tabita Kaba,fr,False,,
17303101092949Q,Bagaioko,Bilal,1973-03-04,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Abdourahmane Guindo,Souadou Yalcouye,snk,True,phonetic_spelling,last_name
22009312020611E,Sow,Salima,2020-09-26,F,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Maïga Bagayoko,Roukiatou Dougnon,bm,False,,
14705308272098S,Bengaly,Boureima,1947-05-31,M,3,Sikasso,Sikasso,Kaboila,Kefanazana,Issa Ouattara,Diénéba Boubou,ff,False,,
27104113058816S,Gakou,Khadja,1971-04-29,F,1,Kayes,Yelimane,Kremis,Tougandama,Alaye Fane,Hadiaratou Kaba,fr,True,typo_omission,first_name
29906440233045L,Kanoute,Binta,1999-06-21,F,4,Ségou,Macina,Kolongo,Tioribabougou,Aliou Bakary,Hadiaratou Kaba,fr,False,,
17207158121739P,Hamadou,Izsaka,1972-07-17,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Souleyman Tapily,Hamssatou Balde,bm,True,typo_substitution,first_name
22103325113076B,Maiguizo,Niémaba,2021-03-19,F,3,Sikasso,Sikasso,Kaboila,Kefanazana,Bilaly Diakite,Fatoumé Fadiga,fr,False,,
28601225192140S,Hamady,Asmaa,1986-01-12,F,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Famagan Yaranangore,Yacine Sall,bm,True,phonetic_spelling,first_name
17411255239470U,Ly,Khalifa,1974-11-04,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Boureima Dackouo,Diénéba Tessougue,fr,False,,
18503736118089N,Touray,Mahamadou,1985-03-20,M,7,Gao,Bourem,Bamba,Bouremaya,Bilali Gueye,Ténémba Yalcouye,dje,True,phonetic_spelling,first_name
27009538114914C,Gakou,Massikè,1970-09-09,F,5,Mopti,Djenne,Femaye,Sofarana,Bakari Dicko,Sira Fofana,dje,False,,
10511534202491F,Fomba,Soumaïla,2005-11-26,M,5,Mopti,Djenne,Femaye,Sofarana,Cheickne Mbaye,Sanaba Yehia,fr,False,,
24710309184303Q,Mbaye,Safiatou,1947-10-10,F,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Cheick Konate,Mahawatou Dolo,fr,False,,
15607530071896L,Kanté,Brehima,1956-07-23,M,5,Mopti,Douentza,Hombori,Yalakoura,Hamadoun Boubou,Housseynatou Traore,fr,True,phonetic_spelling,first_name
28709549139715P,Boureima,Awakè,1987-09-03,F,5,Mopti,Djenne,Femaye,Sofarana,Yorodian Berthe,Halimatou Sagara,fr,False,,
22012108197375D,Samassekou,Halimatou,2020-12-11,F,1,Kayes,Yelimane,Kremis,Tougandama,Ousmane Bicaba,Kankan Tall,fr,False,,
18201222123553A,Soumare,Abdourahmane,1982-01-19,M,2,Gao,Menaka,Anderamboukane,Talataye-Kori,Hamidou Konandji,Hassanatou Ka,fr,True,geographic_mismatch,birth_region
25402304033382S,Sanou,Salamata,1954-02-18,F,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Bilaly Sacko,Soumeyatou Wague,bm,False,,
21403540189820J,Maiga,Niama,03/22/2014,F,5,Mopti,Koro,Dioungani,Bankassou,Galo Bagayoko,Kankou Hamidou,ff,True,date_format_error,birth_date
10711218058714Q,Fadiga,Maïga,2007-11-27,M,2,Koulikoro,Nara,Dilly,Niamala,Tiémoko Dia,Hadjaratou Sissoko,bm,False,,
17105623216455D,Sissoko,Tiéfing,1971-05-30,M,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Famakan Maiga,Rokiatou Faye,dje,False,,
28509842168498G,Ibrahima,Fatoukè,1985-09-19,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Sidiki Hamady,Maïmounatou Diaby,fr,False,,
20501251134233N,Mariko,Maïrame,2005-01-09,F,2,Koulikoro,Nara,Dilly,Niamala,Tijani Dembele,Founé Theera,bm,False,,
13007760083729R,Bakaru,Tijani,1930-07-04,M,7,Gao,Gao,Gounzoureye,Wabarianke,Bandiougou Tall,Oumoulkher Haidara,fr,True,typo_substitution,last_name
27110324095211H,Salaha,Oumoulkher,1971-10-22,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Souleymane Karembe,Niélékè Fadiga,bm,False,,
16907620063943G,Dumbia,Demba,1969-07-01,M,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Maïga Fadiga,Sounkali Karembe,tmq,True,phonetic_spelling,last_name
25901658149993V,Sogodogo,Fati,1959-01-21,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Tiéman Mallé,Aminatou Hamadou,dje,False,,
28812109283120E,Dolo,Umou,1988-12-15,F,1,Kayes,Kita,Sebekoro,Kountouba,Boukari Ndiaye,Niélékou Yaranangore,fr,True,phonetic_spelling,first_name
10905318101024Q,Samake,Mahaman,2009-05-21,M,3,Sikasso,Bougouni,Sido,Misseniba,Sidiya Bagayoko,Sirakè Hamidou,fr,False,,
11301824204152C,Kane,Hamadoun,01/06/2013,M,8,Kidal,Abeibara,Boghassa,Boghassaren,Ali Walet,Kadiatou Guindo,tmq,True,date_format_error,birth_date
11907347228760U,Dicko,Sidiki,2019-07-22,M,3,Sikasso,Bougouni,Faragouaran,Bougoudji,Tijani Konare,Aminatou Bocoum,ff,False,,
17404739045148S,Ka,Sory,1974-04-23,M,7,Gao,Ansongo,Tessit,Ansongala,Alaye Mahamadou,Nassira Maiga,tmq,False,,
19309127140425W,Tll,Mahmoud,1993-09-25,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Gaoussou Diaby,Hamsatou Diawara,snk,True,typo_omission,last_name
29007720253573Q,Boubou,Naba,1990-07-30,F,7,Gao,Ansongo,Tessit,Ansongala,Seydou Traore,Penda Kamissoko,dje,False,,
29008242148428C,Yattara,Founékou,1990-08-17,F,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Housseyni Seck,Hawa Tounkara,bm,False,,
15907748186596C,Mariko,Oumarou,1959-07-15,M,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Sadio Coumare,Roukiatou Yalcouye,tmq,False,,
20001647295018B,Coumare,Dado,2000-01-08,F,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Souleyman Kone,Founé Karembe,ff,False,,
19411411028280S,Bengaly,Bocar,1994-11-07,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Abdou Yaranangore,Fanta Tembely,bm,False,,
15307613094784T,Diabate,Youssouf,1953-07-18,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Founeke Niare,Sirantan Ouologuem,dje,False,,
22002344186099K,Umarou,Bintoutou,2020-02-13,F,3,Sikasso,Kolondieba,Fakola,Tengrebougou,Sékoba Drame,Kadiatou Diawara,ff,True,phonetic_spelling,last_name
24112207112159T,Sacko,Diénéba,1941-12-28,F,2,Koulikoro,Nara,Dilly,Niamala,Famakan Salaha,Mariama Mahamadou,fr,False,,
16901253068946C,Konate,Hamidou,1969-01-27,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Sékouba Ongoiba,Hadidiatou Bengaly,fr,False,,
20008246156030U,Tounkara,Diénwba,2000-08-08,F,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Fousseni Drame,Hadidiatou Lo,bm,True,typo_substitution,first_name
12010102248776Y,Wane,Ousmane,2020-10-19,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Fadiala Magassa,Assitan Dakouo,fr,False,,
21608105155684T,Keita,Hasatou,2016-08-04,F,1,Kayes,Kita,Sebekoro,Kountouba,Cheickna Wague,Hawaou Dia,snk,True,typo_omission,first_name
21409723181165L,Sacko,Tabitta,2014-09-24,F,7,Gao,Ansongo,Tessit,Ansongala,Yacoub Mbaye,Dadou Diaby,fr,True,typo_insertion,first_name
17601411276005C,Fomba,Bouréma,1976-01-26,M,4,Ségou,Segou,Sebougou,Sonfara,Almahdy Yalcouye,Kankan Barry,bm,False,,
14302254182389B,Bocoum,Bouryma,1943-02-28,M,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Inahaman Lo,Kandé Niang,bm,True,typo_substitution,first_name
26206919286740A,Fofana,Sanaba,1962-06-01,F,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Ténin Gassama,Niélé Maouloud,bm,False,,
27209854228232J,Abdramane,Kandé,1972-09-12,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Tiéfing Kane,Niama Diallo,tmq,False,,
26101201252689W,Kanoute,Sirantu,1961-01-08,F,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Sidi Konfe,Fadimata Samake,fr,True,typo_omission,first_name
15707124102347Q,Saall,Yssouf,1957-07-20,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Demba Wague,Fatimata Bocoum,ff,True,phonetic_spelling,last_name
25007643208497X,Sogoba,Zeïnabou,1950-07-04,F,6,Tombouctou,Tombouctou,Bourem-Inaly,Tindjambar,Tiéman Saidou,Djelika Wague,dje,False,,
13310809016102D,Diakite,Moussah,1933-10-10,M,8,Kidal,Kidal,Essouk,Tinzaoukar,Maïga Doumbia,Hadiaratou Almoustapha,tmq,True,phonetic_spelling,first_name
23609513151678T,Fane,Founékou,1936-09-27,F,5,Mopti,Douentza,Hombori,Yalakoura,Almahdy Coumare,Niamana Dackouo,fr,False,,
16310557061393Y,Cheikna,Fodéba,1963-10-10,M,5,Mopti,Djenne,Femaye,Sofarana,Amadou Hamadou,Sounkali Toure,fr,True,phonetic_spelling,last_name
19502628069320M,Boncana,Bilaly,1995-02-12,M,6,Tombouctou,Goundam,Tonka,Goundamasa,Birama Niang,Goundokè Sylla,ff,False,,
11308604201270M,Gassama,Isssaka,2013-08-23,M,6,Tombouctou,Dire,Tienkour,Arawana-Kel,Amadou Theera,Korka Guindo,dje,True,typo_insertion,first_name
14005258175390U,Diabate,Samberou,1940-05-12,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Bakoroba Yaranangore,Niani Dembaga,fr,False,,
19206342160607M,Samale,Housseyni,1992-06-06,M,3,Sikasso,Kadiolo,Loulouni,Sanfolola,Ibrahim Dolo,Niélé Pamateck,fr,True,typo_substitution,last_name
28611145241603D,Sissoko,Néma,1986-11-08,F,1,Kayes,Bafoulabe,Diakon,Sambela,Amadou Sogodogo,Bafou Ouologuem,fr,False,,
11602844106345E,Fane,Aboubacrine,2016-02-28,M,8,Kidal,Kidal,Anefif,Adjelhocan,Birama Pamateck,Hapsatou Saye,tmq,False,,
10810641039861E,Bakary,Bouréma,2008-10-18,M,6,Tombouctou,Goundam,Tonka,Goundamasa,Tijani Kamissoko,Fanta Saye,ff,False,,
15611955297098G,Pamatek,Sinali,1956-11-29,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Moussa Diaby,Niamato Yalcouye,bm,True,phonetic_spelling,last_name
28209543277321B,Sall,Souadou,1982-09-16,F,5,Mopti,Djenne,Femaye,Sofarana,Boukari Cisseko,Halima Dakouo,dje,False,,
19709141265884L,Barry,Aboubakar,1997-09-25,M,1,Kayes,Bafoulabe,Diakon,Sambela,Maïga Thiam,Fadimatou Samassekou,bm,False,,
28411747031535H,Sall,Kankan,1984-11-03,F,7,Gao,Bourem,Bamba,Bouremaya,Gaoussou Fadiga,Bassiratou Gakou,tmq,False,,
26308527164881H,Maaiga,Roukaya,1963-08-28,F,5,Mopti,Djenne,Femaye,Sofarana,Yoro Touray,Sadia Goita,ff,True,phonetic_spelling,last_name
15007213015252U,Ongoiba,Gaohssou,1950-07-14,M,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Bilaly Salaha,Fatoumé Bocoum,fr,True,typo_substitution,first_name
11909855022987X,Kebe,Sékou,2019-09-27,M,8,Kidal,Tessalit,Timetrine,Aguelhokan,Alou Samake,Wassila Saye,fr,False,,
23103443047407W,Diawara,Nènè,1931-03-16,F,4,Ségou,Bla,Yangasso,Wolofobougou,Madou Sogodogo,Bintatou Sacko,fr,False,,
24412657047244X,Wague,Korké,1944-12-15,F,6,Tombouctou,Goundam,Tonka,Goundamasa,Fodéba Yanogo,Niémaba Boncana,tmq,False,,
18804207090220S,Macalou,Sidi,1988-04-24,M,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Dembo Tamboura,Sadiokè Kone,bm,False,,
16003435217487J,Dieng,Niamoye,03/26/1960,M,4,Ségou,San,Kava,Damansela,Tiéman Bengaly,Wassakè Bamba,bm,True,date_format_error,birth_date
15405143028708V,Mbaye,Niamba,1954-05-22,M,1,Kayes,Kayes,Sadiola,Kondiarafara,Bandé Maouloud,Karidja Bengaly,fr,False,,
10012525005932H,Hamidou,Nampé,2000-12-10,M,5,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Sory Dabo,Hamsatou Sarr,bm,True,geographic_mismatch,birth_region
29309342209809R,Camara,Habibatou,1993-09-03,F,3,Sikasso,Bougouni,Sido,Misseniba,Lassine Sylla,Soudata Touray,bm,False,,
13704245134519V,Maiga,Sékoba,1937-04-14,M,2,Koulikoro,Nara,Dilly,Niamala,Bocar Souleymane,Bintatou Tapily,bm,False,,
10604842095646B,Hamadou,Abdetahmane,2006-04-24,M,8,Kidal,Tessalit,Timetrine,Aguelhokan,Bourama Traore,Maïssa Sall,tmq,True,typo_substitution,first_name
26405429245895F,Dansoko,Djènè,1964-05-13,F,4,Ségou,San,Kava,Damansela,Yaya Tapily,Kani Balde,fr,False,,
14612557194968F,Sogodogo,Samba,1946-12-19,M,5,Mopti,Bandiagara,Sangha,Sevarela,Sékou Sissoko,Hawakè Lo,fr,False,,
19207345087051Q,Wélé,Seybaa,1992-07-28,M,3,Sikasso,Yorosso,Mahou,Fakoroba,Samberou Coumare,Tata Bagayoko,bm,True,typo_insertion,first_name
24808832061230T,Niama,Dia,1948-08-06,F,8,Kidal,Tin-Essako,Intadeyni,Intadeyni,Sinaly Goita,Kankoun Gassama,tmq,True,field_inversion,"first_name,last_name"
19309447097429V,Sow,Dembo,1993-09-08,M,4,Ségou,Segou,Sebougou,Sonfara,Tiéman Sangare,Doussou Kamissoko,fr,False,,
12104438235088V,Keita,Allaye,2021-04-22,M,4,Ségou,Bla,Yangasso,Wolofobougou,Bourama Ouologuem,Habiba Mahamoud,fr,False,,
20209139132075G,Diabate,Hawakè,2002-09-26,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Ibrahima Diakite,Nassira Sarr,ff,False,,
10607117259635M,Almoustapha,Sory,2006-07-09,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Boukary Bamba,Saran Salaha,fr,False,,
21106233253953V,Pamateck,Nipnétou,2011-06-29,F,2,Koulikoro,Nara,Dilly,Niamala,Fousseyni Bagayoko,Néma Ibrahima,bm,True,typo_substitution,first_name
27308124221290J,Kamissoko,Adijatou,1973-08-19,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Boureima Kamissoko,Niélima Napo,ff,False,,
29009132078570D,Oukd,Bintou,1990-09-07,F,1,Kayes,Kayes,Sadiola,Kondiarafara,Famakan Gakou,Bintou Lo,snk,True,typo_substitution,last_name
21310129183727C,Saoaha,Niamtou,2013-10-31,F,1,Kayes,Kita,Sebekoro,Kountouba,Galo Gassama,Sokona Fadiga,fr,True,typo_substitution,last_name
29902758300218G,Tabouré,Fatoumta,1999-02-24,F,7,Gao,Bourem,Bamba,Bouremaya,Mohammed Sogodogo,Adama Dicko,fr,True,typo_omission,first_name
18807444063404N,Walet,Issaka,1988-07-12,M,4,Ségou,Segou,Sebougou,Sonfara,Salia Ouologuem,Penda Sangare,fr,False,,
20501541138609Y,Diaera,Dénou,2005-01-05,F,5,Mopti,Douentza,Hombori,Yalakoura,Oumar Cheickna,Kourou Diaby,ff,True,typo_substitution,last_name
19102739196095P,Wépé,Nampé,1991-02-20,M,7,Gao,Gao,Soni Ali Ber,Gargandobo,Yayi Mbaye,Korké Wélé,fr,True,typo_substitution,last_name
15202220252821D,Wane,Karamoko,1952-02-10,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Fodé Cheick,Toko Diabate,bm,False,,
29501557199488C,Doukoure,Soukeynatou,1995-01-20,F,5,Mopti,Koro,Dioungani,Bankassou,Youssouf Bocoum,Niaba Bocoum,bm,False,,
29109828048042M,Dakouo,Houleymatou,1991-09-15,F,8,Kidal,Kidal,Essouk,Tinzaoukar,Gaoussou Fall,Safiatou Haidara,tmq,False,,
16509430224082L,Soumbounou,Solo,1965-09-22,M,4,Ségou,Segou,Sebougou,Sonfara,Tiémoko Bathily,Khadija Saye,fr,False,,
26402704283079X,Cisse,Sirakè,1964-02-06,F,7,Gao,Bourem,Bamba,Bouremaya,Salia Sogoba,Téninkè Touray,fr,False,,
21703417300084R,Saco,Aissata,2017-03-27,F,4,Ségou,Baroueli,Tamani,Fienso-Were,Mady Boubou,Hadiaratou Sow,bm,True,typo_omission,last_name
26803243231639Y,Kamissoko,Houleymatou,1968-03-11,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Bréhima Thiam,Awa Berthe,bm,False,,
10105535010006H,Mahamoud,Mady,2001-05-25,M,5,Mopti,Djenne,Femaye,Sofarana,Mahamadou Sako,Safya Soumbounou,dje,False,,
29605440185708U,Mahamoud,Mzïmounatou,1996-05-27,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Karim Bathily,Kaira Coulibaly,fr,True,typo_substitution,first_name
21510810124447E,Bakary,Niama,2015-10-01,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Karim Dougnon,Korké Boubou,fr,False,,
16301211079757L,HHamadou,Bilaly,1963-01-04,M,2,Koulikoro,Kati,Sanankoroba,Sirakoroba,Allaye Sissoko,Salamata Tabouré,fr,True,typo_insertion,last_name
16710855222426M,Gaxssama,Karamoko,1967-10-28,M,8,Kidal,Kidal,Essouk,Tinzaoukar,Souleyman Abdramane,Doussou Toure,tmq,True,typo_insertion,last_name
19004537162567P,Maiga,Sinaly,1990-04-26,M,5,Mopti,Djenne,Femaye,Sofarana,Abdramani Dicko,Wassakè Soumare,dje,False,,
24012545224022F,Konard,Niagalé,1940-12-29,F,5,Mopti,Koro,Dioungani,Bankassou,Idriss Ba,Soudata Sanou,dje,True,typo_substitution,last_name
16905447200983J,Diko,Djibril,1969-05-03,M,4,Ségou,Segou,Sebougou,Sonfara,Abdoulkader Bengaly,Soudata Konare,fr,True,phonetic_spelling,last_name
16205213081621Q,Sylla,Daouda,1962-05-13,M,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Tidjani Gassama,Maïmounatou Sarr,fr,False,,
16706457134366A,Kaba,Yaga,1967-06-07,M,4,Ségou,Baroueli,Tamani,Fienso-Were,Aboubacrine Camara,Korotoumou Pamateck,bm,True,typo_substitution,first_name
27602450024789X,Yehia,Sadia,1976-02-28,F,4,Ségou,Baroueli,Tamani,Fienso-Were,Tiémoko Dakouo,Hawaou Kanoute,fr,False,,
27312554057999S,Magassa,Adiuatou,1973-12-17,F,5,Mopti,Douentza,Hombori,Yalakoura,Mamoudou Kanoute,Niéléba Fofana,fr,True,typo_substitution,first_name
20312929260511J,Fomba,Penda,2003-12-19,F,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Abdramani Bicaba,Nassira Diawara,fr,False,,
24106550004252S,Ialcouye,Houleymatou,1941-06-01,F,5,Mopti,Tenenkou,Diondiori,Diafarabe-Kola,Tijani Ouattara,Saoudatou Samake,bm,True,phonetic_spelling,last_name
14904249272432C,Lo,Boubacar,1949-04-13,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Samberou Touray,Kandé Hamady,bm,False,,
25012250006735L,Coulou,Nafissatou,1950-12-23,F,2,Koulikoro,Banamba,Toubacoro,Wolontomo,Kassim Pamateck,Wassila Wélé,fr,False,,
26112203078925R,Soumountéra,Maimouna,1961-12-04,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Abdoul Konfe,Sokhna Ly,bm,False,,
28207948161932A,Sanou,Mariam,1982-07-31,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Niamoye Ibrahima,Adijatou Fadiga,bm,False,,
15103640227715H,Sanou,Abdourahmane,1951-03-31,M,6,Tombouctou,Gourma-Rharous,Banikane,Tessalimane,Demba Balde,Maïmounatou Samake,fr,False,,
25907947065533J,Boureima,Kani,1959-07-27,F,9,Bamako,District de Bamako,Commune VI,Niamakorola,Bouréma Dabo,Maïmé Abdramane,bm,False,,
13903102277607R,Coumare,Zié,1939-03-11,M,1,Kayes,Bafoulabe,Diakon,Sambela,Zacharia Dougnon,Asmaou Bocoum,fr,False,,
28611341260363M,Wague,Fanta,1986-11-30,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Fodie Wague,Niélékou Saye,ff,False,,
28512416298580D,Oumarou,Aïsseta,1985-12-03,F,4,Ségou,Macina,Kolongo,Tioribabougou,Diakalia Dembaga,Astan Guindo,fr,False,,
17506221265597V,Ba,Yaye,1975-06-26,M,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Fadima Saidou,Adiaratou Fadiga,bm,False,,
10404104218910K,Cheick,Alaye,2004-04-19,M,1,Kayes,Diema,Lakamane,Mansakoro,Bouréma Bocar,Diariatou Bamba,ff,False,,
29311338256652D,Boxoum,Bintoukè,1993-11-11,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Housseyni Sylla,Aïdara Dicko,fr,True,typo_substitution,last_name
18701531017765H,Kaba,Brahiima,1987-01-14,M,5,Mopti,Douentza,Hombori,Yalakoura,Hamadoun Tounkara,Hawaou Konfourou,fr,True,typo_insertion,first_name
23812424156302G,Kebe,Hawa,1938-12-04,F,4,Ségou,Niono,Sirifila Boundy,Kalabougou-Niare,Boubakar Drame,Sadiokè Ly,fr,False,,
25808414094839F,Sylla,Aminata,1958-08-07,F,4,Ségou,Segou,Sebougou,Sonfara,Nfaly Souleymane,Djoumé Diallo,fr,False,,
28708729173801R,Ascofare,Wassakè,1987-08-19,F,7,Gao,Bourem,Bamba,Bouremaya,Idrissa Cheick,Houley Diawara,tmq,False,,
28306829077888G,Tapuly,Tenin,1983-06-16,F,8,Kidal,Abeibara,Boghassa,Boghassaren,Abdoulaye Konfourou,Bafou Faye,tmq,True,typo_substitution,last_name
10912902293646B,Ongoiba,Brahimaa,2009-12-10,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Abdramani Wague,Zeïnab Salaha,fr,True,phonetic_spelling,first_name
13302231258919L,Konate,Nouhoum,1933-02-08,M,2,Koulikoro,Kati,Bossofala,Banzanbougou,Abdoulkarim Oumarou,Adama Konate,bm,False,,
10810954297455N,Samake,Mahamane,2008-10-19,M,9,Bamako,District de Bamako,Commune IV,Bakaribougou,Cheik Ouologuem,Maïssa Cisse,bm,False,,
18203428093425S,Doumbia,Mahamoud,1982-03-21,M,4,Ségou,Macina,Kolongo,Tioribabougou,Lamine Almoustapha,Mahoua Dabo,fr,False,,
19505410094262K,Bagayoko,Tiécoura,1995-05-14,M,4,Ségou,Segou,Sebougou,Sonfara,Soriba Konfourou,Khadidiatou Sako,fr,False,,
23104202030306C,Adiaratou,Boncana,1931-04-03,F,2,Koulikoro,Kangaba,Minidian,Tonkanibougou,Lamine Drame,Niani Ouologuem,bm,True,field_inversion,"first_name,last_name"
17804113123771C,Srr,Cheickne,1978-04-29,M,1,Kayes,Yelimane,Kremis,Tougandama,Almahady Ouattara,Soukoura Soumare,bm,True,typo_omission,last_name
27102127120936W,Konate,Saia,1971-02-03,F,1,Kayes,Bafoulabe,Diakon,Sambela,Bandé Fomba,Oulématou Yehia,snk,True,typo_omission,first_name
18307435087801Y,Seck,Mahaman,1983-07-12,M,4,Ségou,Bla,Yangasso,Wolofobougou,Bokar Yehia,Salamata Fofana,fr,False,,
28706811001062V,Mariko,Yacine,1987-06-24,F,8,Kidal,Tessalit,Timetrine,Aguelhokan,Youssouf Cisseko,Khadidja Almoustapha,tmq,False,,
10309754262289N,Cisse,Mamaru,2003-09-14,M,7,Gao,Ansongo,Tessit,Ansongala,Lassina Oumarou,Soukeynatou Diallo,dje,True,phonetic_spelling,first_name
20410514259981L,Karembe,Khadidja,2004-10-11,F,5,Mopti,Djenne,Femaye,Sofarana,Mounkoro Coumare,Hamsétou Cheickna,bm,True,invalid_checksum,nina
11207539169017K,Dansoko,Abdramani,2012-07-20,M,5,Mopti,Douentza,Hombori,Yalakoura,Bakary Yalcouye,Fatoumata Keita,ff,False,,
26006226276084U,Tangara,Kadia,1960-06-19,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Adama Hamadou,Fatma Wague,bm,False,,
29611723199182K,Keiya,Goundo,1996-11-24,F,7,Gao,Menaka,Anderamboukane,Talataye-Kori,Gaoussou Bamba,Sadio Hamadou,fr,True,typo_substitution,last_name
16004741156828L,Ndiaye,Diakalia,1960-04-24,M,7,Gao,Gao,Gounzoureye,Wabarianke,Cheickne Bengaly,Djeneba Kassogue,dje,False,,
16708113203114P,Kassogue,Aly,1967-08-06,M,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Aboubacrine Gassama,Saoudatou Abdramane,snk,False,,
18910138066764A,Maigaa,Fousseni,1989-10-07,M,1,Kayes,Nioro du Sahel,Diabigue,Ndiaganfoula,Fasséni Diaby,Aïchata Konfe,bm,True,phonetic_spelling,last_name
29607128027875F,Ouologuem,Massira,1996-07-18,F,1,Kayes,Kayes,Hawa Dembaya,Diakanfara,Dembo Macalou,Goundo Coulou,ff,False,,
13405915025285E,Ly,Mahamane,1934-05-26,M,9,Kayes,Bafoulabe,Diakon,Sambela,Sidiya Napo,Fatoumata Hamidou,fr,True,geographic_mismatch,birth_region
18305828039940G,Dieng,Fadiaa,1983-05-17,M,8,Kidal,Kidal,Anefif,Adjelhocan,Kalifa Yanogo,Karidja Maiga,fr,True,typo_omission,first_name
27603316056485A,Mbaye,Houleymatou,1976-03-13,F,3,Sikasso,Yorosso,Mahou,Fakoroba,Aliou Sagara,Hadjaratou Sarr,fr,False,,
28506207229593E,Wague,Sanaba,1985-06-23,F,2,Koulikoro,Kati,Bossofala,Banzanbougou,Ibrahima Camara,Niélétou Napo,fr,False,,
15211504155626S,Wane,Ibrahim,1952-11-29,M,5,Mopti,Koro,Dioungani,Bankassou,Salif Kone,Niéléba Diakite,bm,False,,
29401240211239G,Keita,Maïdjara,1994-01-23,F,2,Koulikoro,Koulikoro,Tienfala,Kolibantan,Ali Boubou,Goundoba Fomba,bm,False,,
14710534169602T,Ba,Salia,1947-10-27,M,5,Mopti,Douentza,Hombori,Yalakoura,Salif Coulibaly,Aïsseta Diallo,ff,False,,
11502833132364H,Ly,Hammadi,2015-02-20,M,8,Kidal,Kidal,Essouk,Tinzaoukar,Idriss Hamadou,Awa Seck,fr,False,,
